## Page 1 (FAST)

This looks like a document page.

## Visible Text (verbatim)
United States v. Ghislaine Maxwell
20 Cr. 330 (AJN)
Testifying Witness 3500 Material
11/6/2021

3502
Date	Description	Attorney	Produced to Defense
3513-018	2019.12.15	Exhibit to Notes	2021.10.11
3513-019	2019.12.15	Exhibit to Notes	2021.10.11
3513-020	2019.12.15	Exhibit to Notes	2021.10.11
3513-021	2019.12.15	Exhibit to Notes	2021.10.11
3513-022	2019.12.27	Email	2021.10.11
3513-023	2019.12.28	Email	2021.10.11
3513-024	2020.06.28	Transcript	2021.10.11
3513-025	2020.07.13	Letter	2021.10.11
3513-026	2020.07.14	Email	2021.10.11
3513-027	2020.07.14	Transcript	2021.10.11
3513-028	2020.12.15	Email	2021.10.11
3513-029	2021.03.29	Transcript	2021.10.11
3513-030	2021.06.30	Criminal history report	2021.10.11
3513-031	2021.07.27	Interview 302	2021.10.11
3513-032	2021.07.27	Notes	2021.10.11
3513-033	2021.07.28	Notes	2021.10.11
3513-034	2021.07.29	Notes	2021.10.11
3513-035	2021.08.24	Notes	2021.10.11
3513-036	2021.08.24	Email	2021.10.11
3513-037	2021.09.01	Interview 302	2021.10.11
3513-038	2021.09.01	Notes	2021.10.11
3513-039	2021.09.01	Exhibit to Notes	2021.10.11
3513-040	2021.09.02	Notes	2021.10.11
3513-041	2021.09.02	Interview 302	2021.10.11
3513-042	2021.09.02	Exhibit to Notes	2021.10.11
3513-043	2021.09.02	Exhibit to Notes	2021.10.11
3513-044	2021.09.02	Exhibit to Notes	2021.10.11
3513-045	2021.09.03	Notes	2021.10.11
3513-046	2021.10.06	Criminal history report	2021.10.11
3513-047	NYS OVS Application	2021.10.11
3513-048	NYS OVS Application	2021.10.11
3513-049	Text messages	2021.10.11
3513-050	Text messages	2021.10.11
3513-051	Text messages	2021.10.11
3513-052	Text messages	2021.10.11
3513-053	2019.09.05	Email	2021.10.25
3513-054	Attachment to email	2021.10.25
3513-055	2019.10.03	Email	2021.10.25
3513-056	2019.10.03	Email	2021.10.25
3513-057	2019.10.04	Email	2021.10.25
3513-058	2019.10.15	Email	2021.10.25
3513-059	2021.10.24	Notes	2021.10.25
3513-060	2021.10.27	Documentation of services	2021.11.06
Brad Edwards, Brittany
Henderson
3514
Date	Description	Attorney	Produced to Defense
3514-001	2006.11.15	Interview 302	2021.10.11
3514-002	2006.11.15	Notes	2021.10.11
3514-003	2007.07.30	Declaration	2021.10.11
3514-004	2019.07.15	Transcript	2021.10.11
SUBJECT TO PROTECTIVE ORDER PARAGRAPHS 7, 8, 9, 10, 15, and 17
6
EFTA00021973

This document page appears to be a list of documents and records, organized by category (3512, 3513, 3514), with columns for ID, date, description, attorney, and when produced to defense. It includes entries such as "Palm Beach Police Report," "Interview 302," "Email," "Notes," "Transcript," and "Text messages," with dates ranging from 1995 to 2021. The page is marked as "SUBJECT TO PROTECTIVE ORDER PARAGRAPHS 7, 8, 9, 10, 15, and 17," suggesting it is part of a legal or investigative context. The page number "6" and a case identifier "EFTA00021973" are visible at the bottom. The document is likely part of a larger set of records or discovery materials.

## Page 7 (FAST)

This image appears to be a document page, specifically a table or spreadsheet-like layout listing various items with associated dates, descriptions, attorneys, and production dates to defense. The content is text-based, organized in columns and rows, with clear headings and structured data.

## Visible Text (verbatim)
3514-005 2019.08.27 Transcript
3514-006 2019.09.28 Interview 302
3514-007 2019.09.28 Notes
3514-008 2019.09.29 Email
3514-009 2019.09.29 Email
3514-010 2019.10.28 Email
3514-011 2019.11.12 Complaint
3514-012 2020.05.09 Notes
3514-013 2020.06.28 Transcript
3514-014 2020.07.14 Transcript
3514-015 2020.12.15 Email
3514-016 2020.12.15 Letter
3514-017 2021.03.29 Transcript
3514-018 2021.05.11 FBI Report
3514-019 2021.06.29 FBI Report
3514-020 2021.06.29 FBI Report
3514-021 2021.06.30 Criminal history report
3514-022 2021.06.30 Criminal history report
3514-023 2021.07.26 Interview 302
3514-024 2021.07.26 Notes
3514-025 2021.07.29 Notes
3514-026 2021.09.17 Interview 302
3514-027 2021.09.17 Notes
3514-028 2021.09.17 Exhibit to notes
3514-029 2021.09.17 Exhibit to notes
3514-030 2021.09.18 Notes
3514-031 Photographs
3514-032 Photographs
3514-033 Photographs
3514-034 Photographs
3514-035 Photographs
3514-036 Photographs
3514-037 Photographs
3514-038 Photographs
3514-039 Photographs
3514-040 2019.10.15 Email
3514-041 Photograph
3514-042 2008.03.17 Search Warrant
3514-043 2008.03.17 Search Warrant
Sigrid McCawley
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
20
[END]

## Page 8 (FAST)

## Visible Text (verbatim)

3518
Date
Description
Attorney
Produced to Defense
3518-001
2019.09.16
Notes
2021.10.11
3518-002
2021.09.24
Notes
2021.10.11
3518-003
2021.09.27
Notes
2021.10.11
3518-004
2021.09.27
Email
2021.10.11
3518-005
Attachment to Email
2021.10.11
3518-006
Attachment to Email
2021.10.11
3518-007
Attachment to Email
2021.10.11
3518-008
Attachment to Email
2021.10.11
3518-009
Attachment to Email
2021.10.11
3518-010
Voicemail
2021.10.11
3518-011
Voicemail
2021.10.11
3519
Date
Description
Attorney
Produced to Defense
3519-001
2021.04.26
Notes
2021.10.11
3519-002
Criminal history check
2021.10.11
3520
Date
Description
Attorney
Produced to Defense
3520-001
2019.07.06
FBI 302
2021.10.11
3520-002
2019.07.06
Text message
2021.10.11
3520-003
2019.07.06
Text message
2021.10.11
3520-004
2019.07.06
Text message
2021.10.11
3520-005
2019.07.11
FBI 302
2021.10.11
3520-006
2019.07.11
FBI 302
2021.10.11
3520-007
2019.07.12
FBI 302
2021.10.11
3520-008
2019.07.15
Email
2021.10.11
3520-009
2019.07.15
Email
2021.10.11
3520-010
2019.07.31
FBI 302
2021.10.11
3520-011
2019.08.02
FBI 302
2021.10.11
3520-012
2019.08.02
Email
2021.10.11
3520-013
2019.08.13
Notes and email
2021.10.11
3520-014
2019.09.17
Email
2021.10.11
3520-015
2020.05.22
Email
2021.10.11
3520-016
2021.04.29
Notes
2021.10.11
3520-017
2021.06.10
Email
2021.10.11
3520-018
Notes
2021.10.11
3520-019
2021.11.02
Notes
2021.11.06
3521
Date
Description
Attorney
Produced to Defense
3521-001
2021.01.29
FBI 302
2021.10.11
3521-002
2021.01.29
Notes
2021.10.11
3521-003
2021.11.02
Notes
2021.11.06
3521-004
2021.11.02
Notes
2021.11.06
3522
Date
Description
Attorney
Produced to Defense
3522-001
2003.10.05
Palm Beach Police Department report
2021.10.11
3522-002
2005.09.23
Palm Beach Police Department report
2021.10.11
3522-003
2005.11.07
Palm Beach Police Department report
2021.10.11
3522-004
2006.09.29
Grand Jury records
2021.10.11
3522-005
2021.05.09
Email
2021.10.11
3522-006
2021.05.20
Notes
2021.10.11
3522-007
2021.06.08
Notes
2021.10.11
3522-008
2021.07.15
Notes
2021.10.11
3522-009
Voicemail
2021.10.11
3523
Date
Description
Attorney
Produced to Defense
3523-001
2006.01.27
T-Mobile records
2021.10.11
3523-002
2006.01.30
Driver information
2021.10.11
3523-003
2006.02.13
Palm Beach Police Department report
2021.10.11
3523-004
2006.08.15
FBI 302
2021.10.11
3523-005
2006.08.15
Notes
2021.10.11
3523-006
2016.06.03
Deposition transcript
2021.10.11
3523-007
2016.06.03
Deposition exhibit
2021.10.11
3523-008
2016.06.03
Deposition exhibit
2021.10.11
3523-009
2016.06.03
Deposition exhibit
2021.10.11
3523-010
2016.06.03
Deposition exhibit
2021.10.11
3523-011
2016.06.03
Deposition exhibit
2021.10.11
3523-012
2016.06.03
Deposition exhibit
2021.10.11
3523-013
2016.06.03
Deposition exhibit
2021.10.11
3523-014
2016.06.03
Deposition exhibit
2021.10.11
3523-015
2016.06.03
Deposition exhibit
2021.10.11
3523-016
2019.07.06
FBI 302
2021.10.11
3523-017
2020.02.07
Proffer agreement
2021.10.11
3523-018
2020.02.07
FBI 302
2021.10.11
3523-019
2020.02.07
Notes
2021.10.11
3523-020
2020.06.28
Grand jury transcript
2021.10.11

SUBJECT TO PROTECTIVE ORDER PARAGRAPHS 7, 8, 9, 10, 15, and 17
8
EFTA00021975

This document appears to be a page from a legal discovery or evidentiary log, listing various items of evidence with their dates, descriptions, and dates produced to defense. The layout is consistent with a table structure, with clearly defined columns and rows. It is not a photo or diagram; it is a typed, structured document with standardized formatting.

The content consists of several sections (numbered 3518 through 3523) each containing a table with the following columns:
- A unique identifier (e.g., 3518-001)
- Date
- Description
- Attorney
- Produced to Defense

Each section contains multiple rows, detailing specific items (e.g., "Notes", "Email", "FBI 302", "Palm Beach Police Department report", "Deposition exhibit", etc.) along with their respective dates and the date they were produced to defense.

At the bottom of the page, there is a red text notice: "SUBJECT TO PROTECTIVE ORDER PARAGRAPHS 7, 8, 9, 10, 15, and 17", indicating that the information in this document is subject to confidentiality restrictions under a protective order.

The page number "8" and a document identifier "EFTA00021975" are located in the bottom right corner.

## Page 9 (FAST)

## Visible Text (verbatim)

3523-021 2020.07.17 Declaration
3523-022 2021.03.29 Grand jury transcript
3523-023 2021.07.30 Notes
3523-024 2021.08.17 Notes
3523-025 2021.08.18 Notes
3523-026 Flight logs
3523-027 Flight logs
3523-028 Notes
3523-029 Notes
Brendan Quigley
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
2021.10.11
